1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.289474777814951204e-05
3.000000000000000000e+00,2.515789886246395327e-04
4.000000000000000000e+00,5.660527001478435046e-04
5.000000000000000000e+00,1.006315795269219432e-03
6.000000000000000000e+00,1.572368047584595321e-03
7.000000000000000000e+00,2.264208986870085843e-03
8.000000000000000000e+00,3.081837764732887289e-03
9.000000000000000000e+00,4.025252990407434013e-03
1.000000000000000000e+01,5.094452536697800099e-03
1.100000000000000000e+01,6.289433316067752355e-03
1.200000000000000000e+01,7.610191026880624120e-03
1.300000000000000000e+01,9.056719869792123276e-03
1.400000000000000000e+01,1.062901223430041432e-02
1.500000000000000000e+01,1.232705835545928712e-02
1.600000000000000000e+01,1.415084594076210581e-02
1.700000000000000000e+01,1.610035976720626191e-02
1.800000000000000000e+01,1.817558124855052012e-02
1.900000000000000000e+01,2.037648797278046250e-02
2.000000000000000000e+01,2.270305320980063948e-02
2.100000000000000000e+01,2.515524538937585416e-02
2.200000000000000000e+01,2.773302754934832068e-02
2.300000000000000000e+01,3.043635675416221653e-02
2.400000000000000000e+01,3.326518348373262018e-02
2.500000000000000000e+01,3.621945099270165030e-02
2.600000000000000000e+01,3.929909464013132958e-02
2.700000000000000000e+01,4.250404118968978406e-02
2.800000000000000000e+01,4.583420808039534444e-02
2.900000000000000000e+01,4.928950266799156377e-02
3.000000000000000000e+01,5.286982143703559955e-02
3.100000000000000000e+01,5.657504918379235859e-02
3.200000000000000000e+01,6.040505817003757882e-02
3.300000000000000000e+01,6.435970724788478425e-02
3.400000000000000000e+01,6.843884095576346915e-02
3.500000000000000000e+01,7.264228858568898273e-02
3.600000000000000000e+01,7.696986322197939268e-02
3.700000000000000000e+01,8.142136075158888653e-02
3.800000000000000000e+01,8.599655884624425595e-02
3.900000000000000000e+01,9.069521591658742665e-02
4.000000000000000000e+01,9.551707003854541245e-02
4.100000000000000000e+01,1.004618378521679734e-01
4.200000000000000000e+01,1.055292134331934639e-01
4.300000000000000000e+01,1.107188671376248268e-01
4.400000000000000000e+01,1.160304444196192525e-01
4.500000000000000000e+01,1.214635646230195348e-01
4.600000000000000000e+01,1.270178197468787851e-01
4.700000000000000000e+01,1.326927731853562720e-01
4.800000000000000000e+01,1.384879584423895915e-01
4.900000000000000000e+01,1.444028778215751541e-01
5.000000000000000000e+01,1.504370010917200629e-01
5.100000000000000000e+01,1.565897641285577124e-01
5.200000000000000000e+01,1.628605675331519786e-01
5.300000000000000000e+01,1.692487752275477486e-01
5.400000000000000000e+01,1.757537130282602611e-01
5.500000000000000000e+01,1.823746671982311718e-01
5.600000000000000000e+01,1.891108829779163392e-01
5.700000000000000000e+01,1.959615630962091570e-01
5.800000000000000000e+01,2.029258662619426168e-01
5.900000000000000000e+01,2.100029056367541391e-01
6.000000000000000000e+01,2.171917472901404300e-01
6.100000000000000000e+01,2.244914086375726370e-01
6.200000000000000000e+01,2.319008568625876565e-01
6.300000000000000000e+01,2.394190073238182115e-01
6.400000000000000000e+01,2.470447219479711964e-01
6.500000000000000000e+01,2.547768076098145262e-01
6.600000000000000000e+01,2.626140145002819337e-01
6.700000000000000000e+01,2.705550344838581478e-01
6.800000000000000000e+01,2.785984994464590914e-01
6.900000000000000000e+01,2.867429796350782212e-01
7.000000000000000000e+01,2.949869819905230894e-01
7.100000000000000000e+01,3.033289484746267139e-01
7.200000000000000000e+01,3.117672543933739382e-01
7.300000000000000000e+01,3.203002067174455791e-01
7.400000000000000000e+01,3.289260424017400597e-01
7.500000000000000000e+01,3.376429267054990024e-01
7.600000000000000000e+01,3.464489515147235466e-01
7.700000000000000000e+01,3.553421336686322651e-01
7.800000000000000000e+01,3.643204132919791727e-01
7.900000000000000000e+01,3.733816521351155382e-01
8.000000000000000000e+01,3.825236319237455551e-01
8.100000000000000000e+01,3.917440527203974177e-01
8.200000000000000000e+01,4.010405312996961347e-01
